crop_name,maturity_type,stage_order,stage_name,gdd_from,gdd_to,water_need_mm,fertilize_needed,irrigate_needed,stage_tasks,stage_hazards,guide_text
사료용 귀리,MID,4,수확,434,930,,false,false,,,봄 재배: 5월 하순~6월 상순 / 가을 재배: 10월 하순~11월 상순
사료용 벼(총체벼),MID,1,파종 및 육묘관리,0,266,,false,false,,"고온,바람",
사료용 벼(총체벼),MID,2,이앙활착기,266,868,,false,false,,고온,
사료용 벼(총체벼),MID,3,이삭거름,868,1034,,true,false,웃거름,,
사료용 벼(총체벼),MID,4,수잉기,1034,1724,,false,false,배수,"과습,바람",
사료용벼,MID,1,파종 및 육묘관리,0,174,,false,false,,"과습,고온,바람","육묘기술: 중묘, 어린묘, 부직포 육묘, 직파 등"
사료용벼,MID,2,이앙 활착기,174,362,,false,false,,,
사료용벼,MID,3,분얼기,362,867,,false,false,,고온,
사료용벼,MID,4,이삭거름,867,1033,,true,false,웃거름,바람,
사료용벼,MID,5,수잉기,1033,1322,,false,false,,,
사료용벼,MID,6,등숙기,1322,1650,,false,false,배수,과습,
사료용벼,MID,7,수확,1650,1724,,false,false,밑거름,,완전낙수: 출수 후 20~25일경(강우시 앞당김) / 담근먹이: 출수 후 30일경(호숙기~황숙초기) / 벼 전용 수확기계로 수확·파쇄 후 원형곤포
살구,MID,1,개화기,0,110,,false,false,,,
살구,MID,2,신초신장기,110,719,,false,false,솎기,,
살구,MID,3,수확,719,1065,,false,false,,,
상추,MID,1,수확,0,573,,false,false,,,저온저장고 이용: 0℃ / 표준출하규격 지켜서 수확물 포장
생강,MID,1,아주심기,0,193,,false,true,"김매기,물주기",가뭄,
생강,MID,2,출현기,193,368,,true,false,웃거름,과습,
생강,MID,3,신장기,368,1033,,false,true,"배수,방제","가뭄,과습,고온",
생강,MID,4,뿌리줄기 비대기,1033,1220,,true,false,"웃거름,방제",,
셀러리,MID,1,씨뿌림,0,443,,false,false,,저온,시기: 봄재배 3월 상순~4월 하순 / 씨앗양: 20~30㎖/10a
셀러리,MID,2,아주심기,443,1236,,true,true,웃거름,가뭄,"시기: 5월 상순~6월 하순 / 거리: 이랑 너비 60cm, 포기 사이 30cm"
수박,EARLY,1,아주심기,0,63,,false,true,,가뭄,촉성재배: 1월 하순~2월 상순 / 반촉성재배: 2월 상순~2월 하순 / 노지재배: 4월 하순~5월 하순 / 주간거리: 35~45×300cm / 심기주수: 420~540주/동
수박,EARLY,2,덩굴 신장기,63,155,,false,false,,,
수박,EARLY,3,개화기,155,365,,false,true,,가뭄,
수박,EARLY,4,"과실비대, 성숙기",365,639,,false,false,,과습,
수박,EARLY,5,수확기,639,950,,false,false,,,
수박,MID,1,아주심기,0,74,,false,true,,가뭄,촉성재배: 1월 하순~2월 상순 / 반촉성재배: 2월 상순~2월 하순 / 노지재배: 4월 하순~5월 하순 / 주간거리: 35~45×300cm / 심기주수: 420~540주/동
수박,MID,2,덩굴 신장기,74,182,,false,false,,,
수박,MID,3,개화기,182,429,,false,true,,가뭄,
수박,MID,4,"과실비대, 성숙기",429,750,,false,false,,과습,
수박,MID,5,수확기,750,1116,,false,false,,,
수박,LATE,1,아주심기,0,86,,false,true,,가뭄,촉성재배: 1월 하순~2월 상순 / 반촉성재배: 2월 상순~2월 하순 / 노지재배: 4월 하순~5월 하순 / 주간거리: 35~45×300cm / 심기주수: 420~540주/동
수박,LATE,2,덩굴 신장기,86,211,,false,false,,,
수박,LATE,3,개화기,211,499,,false,true,,가뭄,
수박,LATE,4,"과실비대, 성숙기",499,871,,false,false,,과습,
수박,LATE,5,수확기,871,1296,,false,false,,,
수수,EARLY,1,"파종,육묘",0,991,,false,true,물주기,과습,
수수,EARLY,2,출수기,991,1184,,false,false,김매기,바람,
수수,EARLY,3,개화기,1184,1358,,false,false,,,
수수,EARLY,4,유숙기,1358,1527,,false,false,,,
수수,EARLY,5,호숙기,1527,1697,,false,false,,,
수수,EARLY,6,성숙기,1697,2208,,false,false,,,
수수,MID,1,"파종,육묘",0,1043,,false,true,물주기,과습,
수수,MID,2,출수기,1043,1246,,false,false,김매기,바람,
수수,MID,3,개화기,1246,1430,,false,false,,,
수수,MID,4,유숙기,1430,1608,,false,false,,,
수수,MID,5,호숙기,1608,1787,,false,false,,,
수수,MID,6,성숙기,1787,2325,,false,false,,,
"수수,수단그라스 교잡종",MID,1,파종,0,84,,false,false,,저온,파종시기: 4월 하순~5월 하순 / 파 종 량: 40~50kg/ha (산파시 증량) / 파종방법: 흩어뿌림 또는 줄뿌림 (기계파종)
"수수,수단그라스 교잡종",MID,2,유묘기,84,281,,false,true,,가뭄,
"수수,수단그라스 교잡종",MID,3,신장기,281,1052,,false,false,,,
"수수,수단그라스 교잡종",MID,4,수확(1차),1052,1232,,true,false,웃거름,"과습,바람",
시금치,MID,1,씨뿌림,0,624,,false,false,,,시판 씨앗은 싹틔우기 없이 씨뿌림 / 자가 채종한 가시종자는 싹틔우기: 15~18℃ / 봄에는 쉽게 꽃대신장(추대)하므로 서양종이나 교배종 품종을 선택 / 씨뿌림 후 발아할 때까지 물을 주고 건조하지 않게 습도를 유지 / 물주기는 1주일에 1회 정도는 땅속 깊이 스며들 정도로 물주기
시금치,MID,2,수확,624,977,,false,true,,"가뭄,저온,우박",
신선초,MID,1,씨뿌림,0,636,,true,true,"웃거름,김매기","가뭄,과습,고온",
신선초,MID,2,수확,636,1186,,false,false,,,"다 자란 잎이 3~4장 이상 남은 상태로 둠 / 봄, 여름의 수확은 저녁 때 하여 시듦 방지"
쑥갓,MID,1,씨뿌림,0,615,,true,true,"웃거름,김매기","가뭄,과습,고온",
쑥갓,MID,2,수확,615,1072,,false,false,밑거름,,"본잎 5~10장에 풀길이가 10~15cm일 때 수확 / 봄, 여름의 수확은 저녁 때 하여 시듦 방지"
아스파라거스,MID,1,씨뿌림,0,1712,,false,false,,"과습,고온","평지: 1~2월 온실(128공 플러그 트레이) / 노지 임시심기: 5월 / 아주심기: 이듬해 봄(5월) / 난지: 5~6월(128공 플러그 트레이) / 하우스 아주심기: 8~9월 / 씨앗양: 1.5㎗/10a(1㎗=약 3, 000립) / 심는 거리: 150×30cm(2, 200주/10a), 150×20cm(3, 300주/10a)"
아스파라거스,MID,2,아주심기(하우스),1712,2610,,false,false,,,
아스파라거스,MID,3,아주심기 후 관리,2610,2962,,false,false,,,
아욱,MID,1,수확,0,606,,false,false,,,더운 시기에 수확할 경우 새벽이나 저녁에 하여 시듦 방지 / 개화성기가 6~7월 이므로 이 시기가 오기 전 수확하는 것이 좋음
양배추,MID,1,씨뿌림,0,633,,false,false,,,
양배추,MID,2,"아주심기, 웃거름",633,1773,,true,true,"웃거름,김매기,물주기,배수","가뭄,과습",
양배추,MID,3,결구기,1773,2089,,false,false,,,
양배추,MID,4,수확,2089,2190,,false,false,,저온,
양파,EARLY,1,아주심기,0,141,,false,false,,저온,시기: 10월 중순~11월 중순
양파,EARLY,2,뿌리내림,141,209,,false,false,배수,저온,
양파,EARLY,3,월동기,209,243,,false,false,배수,저온,
양파,EARLY,4,잎과 줄기 신장기,243,388,,true,true,"웃거름,물주기,방제","가뭄,과습",
양파,EARLY,5,줄기비대기,388,953,,false,false,,,
양파,MID,1,아주심기,0,161,,false,false,,저온,시기: 10월 중순~11월 중순
양파,MID,2,뿌리내림,161,237,,false,false,배수,저온,
양파,MID,3,월동기,237,277,,false,false,배수,저온,
양파,MID,4,잎과 줄기 신장기,277,441,,true,true,"웃거름,물주기,방제","가뭄,과습",
양파,MID,5,줄기비대기,441,1085,,false,false,,,
양파,LATE,1,아주심기,0,188,,false,false,,저온,시기: 10월 중순~11월 중순
양파,LATE,2,뿌리내림,188,277,,false,false,배수,저온,
양파,LATE,3,월동기,277,323,,false,false,배수,저온,
양파,LATE,4,잎과 줄기 신장기,323,515,,true,true,"웃거름,물주기,방제","가뭄,과습",
양파,LATE,5,줄기비대기,515,1266,,false,false,,,
연근,MID,1,수확,0,554,,false,false,,,
연근,MID,2,수확(수시),554,896,,false,false,,,
오이,MID,1,수확기,0,47,,true,false,웃거름,,
오이,MID,2,수확,47,1327,,true,false,웃거름,고온,
옥수수,EARLY,1,"직파,육묘이식",0,70,,true,false,"웃거름,김매기",저온,
옥수수,EARLY,2,영양생장기,70,305,,true,true,"웃거름,김매기,물주기,배수,방제","가뭄,과습",
옥수수,EARLY,3,생식생장기,305,442,,true,false,웃거름,"과습,저온",
옥수수,EARLY,4,"수확, 출하",442,969,,false,true,수확후,가뭄,"적기: 이삭수염 나온 후 / 곡실용: 40~50일 / 식용(풋옥수수): 20일 전후 / 사료용: 35~40일 / 수확기, 탈립기 및 로타리 이용 수확, 탈립작업"
옥수수,MID,1,"직파,육묘이식",0,83,,true,false,"웃거름,김매기",저온,
옥수수,MID,2,영양생장기,83,362,,true,true,"웃거름,김매기,물주기,배수,방제","가뭄,과습",
옥수수,MID,3,생식생장기,362,524,,true,false,웃거름,"과습,저온",
옥수수,MID,4,"수확, 출하",524,1148,,false,true,수확후,가뭄,"적기: 이삭수염 나온 후 / 곡실용: 40~50일 / 식용(풋옥수수): 20일 전후 / 사료용: 35~40일 / 수확기, 탈립기 및 로타리 이용 수확, 탈립작업"
옥수수,LATE,1,"직파,육묘이식",0,96,,true,false,"웃거름,김매기",저온,
옥수수,LATE,2,영양생장기,96,419,,true,true,"웃거름,김매기,물주기,배수,방제","가뭄,과습",
옥수수,LATE,3,생식생장기,419,607,,true,false,웃거름,"과습,저온",
옥수수,LATE,4,"수확, 출하",607,1331,,false,true,수확후,가뭄,"적기: 이삭수염 나온 후 / 곡실용: 40~50일 / 식용(풋옥수수): 20일 전후 / 사료용: 35~40일 / 수확기, 탈립기 및 로타리 이용 수확, 탈립작업"
완두,MID,1,파종작업,0,2,,false,false,,,소요량: 6~7ℓ/10a
완두,MID,2,유묘기,2,105,,false,false,"김매기,피복",,
완두,MID,3,신장기,105,295,,false,false,배수,과습,
완두,MID,4,개화기,295,524,,false,false,,,
완두,MID,5,등숙기,524,657,,false,false,,,
완두,MID,6,수확,657,991,,false,false,,,
유자,MID,1,발아기,0,267,,true,false,웃거름,,
유자,MID,2,개화기,267,496,,false,false,,,
유자,MID,3,과실비대기,496,2196,,true,false,웃거름,,
유자,MID,4,수확기,2196,2201,,false,false,,,
유채,EARLY,1,"파종, 제초제",0,164,,false,true,김매기,"가뭄,과습",
유채,EARLY,2,유묘기,164,286,,false,false,배수,,
유채,EARLY,3,로제트형 발달기,286,381,,false,false,,,
유채,EARLY,4,생육정지기,381,442,,false,false,순지르기,저온,
유채,EARLY,5,생육재생기,442,522,,true,true,"웃거름,김매기,배수","가뭄,과습",
유채,EARLY,6,추대기(줄기신장),522,615,,false,false,배수,,
유채,EARLY,7,개화기,615,746,,false,true,방제,가뭄,
유채,EARLY,8,협비대기,746,1024,,false,false,방제,"과습,바람",
유채,EARLY,9,등숙기,1024,1141,,false,false,,,
유채,EARLY,10,수확 및 정선,1141,1256,,false,false,,과습,"6월 상·중순(개화 후 60~65일 전후) 콤바인 수확 / 유채 꼬투리가 황갈색으로 변하고, 종자색은 암흑색이며, 유채 꼬투리를 흔들었을 시 유채 종자가 부딪치는 소리가 날 때 / 휴대용 수분측정기를 이용하는 경우 종자 함수율이 27~35% 정도 일 때"
유채,MID,1,"파종, 제초제",0,208,,false,true,김매기,"가뭄,과습",
유채,MID,2,유묘기,208,362,,false,false,배수,,
유채,MID,3,로제트형 발달기,362,483,,false,false,,,
유채,MID,4,생육정지기,483,561,,false,false,순지르기,저온,
유채,MID,5,생육재생기,561,662,,true,true,"웃거름,김매기,배수","가뭄,과습",
유채,MID,6,추대기(줄기신장),662,779,,false,false,배수,,
유채,MID,7,개화기,779,946,,false,true,방제,가뭄,
유채,MID,8,협비대기,946,1299,,false,false,방제,"과습,바람",
유채,MID,9,등숙기,1299,1447,,false,false,,,
유채,MID,10,수확 및 정선,1447,1593,,false,false,,과습,"6월 상·중순(개화 후 60~65일 전후) 콤바인 수확 / 유채 꼬투리가 황갈색으로 변하고, 종자색은 암흑색이며, 유채 꼬투리를 흔들었을 시 유채 종자가 부딪치는 소리가 날 때 / 휴대용 수분측정기를 이용하는 경우 종자 함수율이 27~35% 정도 일 때"
유채,LATE,1,"파종, 제초제",0,258,,false,true,김매기,"가뭄,과습",
유채,LATE,2,유묘기,258,448,,false,false,배수,,
유채,LATE,3,로제트형 발달기,448,597,,false,false,,,
유채,LATE,4,생육정지기,597,694,,false,false,순지르기,저온,
유채,LATE,5,생육재생기,694,818,,true,true,"웃거름,김매기,배수","가뭄,과습",
유채,LATE,6,추대기(줄기신장),818,963,,false,false,배수,,
유채,LATE,7,개화기,963,1170,,false,true,방제,가뭄,
유채,LATE,8,협비대기,1170,1605,,false,false,방제,"과습,바람",
유채,LATE,9,등숙기,1605,1789,,false,false,,,
유채,LATE,10,수확 및 정선,1789,1969,,false,false,,과습,"6월 상·중순(개화 후 60~65일 전후) 콤바인 수확 / 유채 꼬투리가 황갈색으로 변하고, 종자색은 암흑색이며, 유채 꼬투리를 흔들었을 시 유채 종자가 부딪치는 소리가 날 때 / 휴대용 수분측정기를 이용하는 경우 종자 함수율이 27~35% 정도 일 때"
자두,EARLY,1,개화기,0,183,,false,false,,,
자두,EARLY,2,낙과,183,940,,true,false,"웃거름,솎기",,
자두,EARLY,3,꽃눈분화기,940,1109,,false,false,,,
자두,EARLY,4,"수확, 가을거름(8월 하순~9월 상순)",1109,2261,,true,false,웃거름,,
자두,MID,1,개화기,0,207,,false,false,,,
자두,MID,2,낙과,207,1066,,true,false,"웃거름,솎기",,
자두,MID,3,꽃눈분화기,1066,1257,,false,false,,,
자두,MID,4,"수확, 가을거름(8월 하순~9월 상순)",1257,2562,,true,false,웃거름,,
적채,MID,1,씨뿌림,0,18,,false,false,,저온,시기: 3월 중순~5월 상순 / 씨앗양: 70~80㎖/10a
적채,MID,2,"발아, 어린 모 시기",18,233,,false,false,,,
적채,MID,3,아주심기,233,378,,false,true,,가뭄,"시기: 5월 상순~7월 상순 / 거리: 이랑 너비 60cm, 포기 사이 50cm / 비닐덮기: 두께 0.02~0.03mm 흑색비닐 이용"
적채,MID,4,생육기,378,778,,true,true,웃거름,"가뭄,과습,바람",
적채,MID,5,수확,778,1885,,false,false,,,
조,EARLY,1,파종,0,112,,false,false,,,
조,EARLY,2,영양생장기,112,849,,false,false,"김매기,솎기,방제","과습,바람",
조,EARLY,3,출수기,849,1162,,false,false,,,
조,EARLY,4,유숙기,1162,1430,,false,false,,,
조,EARLY,5,등숙기,1430,1623,,false,false,,과습,
조,EARLY,6,수확,1623,1686,,false,false,,,"적기 수확: 출수 후 45일(조생종)~55일(만생종) / 탈곡: 건조 후 회전식 탈곡기, 콤바인 이용(수망크기 Φ 8mm)"
조,MID,1,파종,0,118,,false,false,,,
조,MID,2,영양생장기,118,891,,false,false,"김매기,솎기,방제","과습,바람",
조,MID,3,출수기,891,1220,,false,false,,,
조,MID,4,유숙기,1220,1501,,false,false,,,
조,MID,5,등숙기,1501,1704,,false,false,,과습,
조,MID,6,수확,1704,1770,,false,false,,,"적기 수확: 출수 후 45일(조생종)~55일(만생종) / 탈곡: 건조 후 회전식 탈곡기, 콤바인 이용(수망크기 Φ 8mm)"
조,LATE,1,파종,0,121,,false,false,,,
조,LATE,2,영양생장기,121,915,,false,false,"김매기,솎기,방제","과습,바람",
조,LATE,3,출수기,915,1253,,false,false,,,
조,LATE,4,유숙기,1253,1542,,false,false,,,
조,LATE,5,등숙기,1542,1750,,false,false,,과습,
조,LATE,6,수확,1750,1818,,false,false,,,"적기 수확: 출수 후 45일(조생종)~55일(만생종) / 탈곡: 건조 후 회전식 탈곡기, 콤바인 이용(수망크기 Φ 8mm)"
쪽파,MID,1,씨뿌림,0,974,,false,false,"김매기,솎기,방제",,씨뿌림: 시설 내에서는 수시 씨뿌림 / 씨알 소요량: 180~240kg/10a
쪽파,MID,2,생육기,974,1333,,false,false,,저온,
쪽파,MID,3,수확,1333,1458,,false,false,,,
참깨,EARLY,1,"비닐덮기, 파종, 제초제 사용",0,55,,false,false,"김매기,피복",,
참깨,EARLY,2,파종기(적기 5월 중순),55,113,,false,false,,,
참깨,EARLY,3,유묘신장기,113,485,,false,false,,,
참깨,EARLY,4,개화기,485,1169,,false,false,방제,"과습,고온,바람",
참깨,EARLY,5,수확기,1169,1434,,false,false,수확후,,
참깨,MID,1,"비닐덮기, 파종, 제초제 사용",0,61,,false,false,"김매기,피복",,
참깨,MID,2,파종기(적기 5월 중순),61,125,,false,false,,,
참깨,MID,3,유묘신장기,125,534,,false,false,,,
참깨,MID,4,개화기,534,1288,,false,false,방제,"과습,고온,바람",
참깨,MID,5,수확기,1288,1580,,false,false,수확후,,
참깨,LATE,1,"비닐덮기, 파종, 제초제 사용",0,65,,false,false,"김매기,피복",,
참깨,LATE,2,파종기(적기 5월 중순),65,134,,false,false,,,
참깨,LATE,3,유묘신장기,134,575,,false,false,,,
참깨,LATE,4,개화기,575,1388,,false,false,방제,"과습,고온,바람",
참깨,LATE,5,수확기,1388,1702,,false,false,수확후,,
참다래,MID,1,발아기,0,262,,false,false,솎기,,
참다래,MID,2,골드개화,262,368,,false,false,,,
참다래,MID,3,그린개화,368,504,,false,false,배수,,
참다래,MID,4,과실 1차 비대기 (전체 크기의 60~70% 비대생장),504,1154,,false,false,"솎기,지주",,
참다래,MID,5,꽃눈기원형성기,1154,1569,,false,false,순지르기,,
참다래,MID,6,과실 2차 비대기 (재배환경에 따라 30~40% 비대성숙),1569,2673,,false,true,물주기,,
참다래,MID,7,수확기,2673,2747,,false,false,,,
참다래,MID,8,"수확, 저장 (오전 10시 이전, 7.5~8.5ºBx)",2747,2835,,false,false,수확후,,
참외,MID,1,생육기,0,248,,true,false,"웃거름,순지르기,지주",,
참외,MID,2,수확작업,248,1499,,true,false,웃거름,고온,
청경채,MID,1,씨뿌림,0,922,,false,true,,가뭄,시기: 4월 하순~9월 상순 / 씨앗양: 160~200㎖/10a
청경채,MID,2,수확,922,1315,,false,false,,"과습,바람",
체리,MID,1,발아기,0,170,,false,false,,,
체리,MID,2,착과수확보,170,429,,false,false,,,
체리,MID,3,과실비대기,429,747,,false,false,"순지르기,솎기",,
체리,MID,4,수확,747,915,,false,false,,,
체리,MID,5,수확기,915,1295,,false,false,순지르기,,
치커리,MID,1,씨뿌림,0,14,,false,false,,저온,씨앗양: 0.4~0.6dL/10a / 파종상: 3.3m2/10a(200공 플러그 모 기르기 시 40m2/10a)
치커리,MID,2,아주심기,14,154,,false,false,,,"시기: 본잎 3~5매(플러그 묘) / 이랑 너비: 120cm 내외 / 포기 사이: 20×20cm 내외 / 10a당 주수: 약 20, 000주"
치커리,MID,3,수확,154,807,,false,true,,"가뭄,과습,고온,바람",저온저장고 이용: 0℃ / 표준출하규격 지켜서 수확물 포장
컬리플라워(백색꽃양배추 고랭지재배),MID,1,씨뿌림,0,101,,false,false,,저온,시기: 3월 중순~5월 중순 / 씨앗양: 40mL/10a
컬리플라워(백색꽃양배추 고랭지재배),MID,2,"발아, 어린 모 시기",101,204,,false,false,,,
컬리플라워(백색꽃양배추 고랭지재배),MID,3,아주심기,204,1266,,true,true,웃거름,가뭄,"시기: 5월 중순~6월 상순 / 거리: 이랑 너비 80cm(1조)·120cm(2조), 포기 사이 40~45cm / 비닐덮기(멀칭): 두께 0.02~0.03mm, 흑색비닐 이용"
컬리플라워(백색꽃양배추 고랭지재배),MID,4,수확,1266,2585,,true,false,웃거름,"과습,바람",
콩,EARLY,1,"파종, 초기 제초",0,211,,false,false,김매기,,
콩,EARLY,2,"유묘, 신장기",211,745,,false,false,"김매기,배수",과습,
콩,EARLY,3,개화기,745,1192,,false,false,방제,,
콩,EARLY,4,협신장기,1192,1551,,false,true,,가뭄,
콩,EARLY,5,수확기,1551,1785,,false,true,,가뭄,
콩,MID,1,"파종, 초기 제초",0,226,,false,false,김매기,,
콩,MID,2,"유묘, 신장기",226,796,,false,false,"김매기,배수",과습,
콩,MID,3,개화기,796,1275,,false,false,방제,,
콩,MID,4,협신장기,1275,1658,,false,true,,가뭄,
콩,MID,5,수확기,1658,1908,,false,true,,가뭄,
콩,LATE,1,"파종, 초기 제초",0,236,,false,false,김매기,,
콩,LATE,2,"유묘, 신장기",236,832,,false,false,"김매기,배수",과습,
콩,LATE,3,개화기,832,1331,,false,false,방제,,
콩,LATE,4,협신장기,1331,1732,,false,true,,가뭄,
콩,LATE,5,수확기,1732,1993,,false,true,,가뭄,
콩(논재배),MID,1,파종,0,700,,false,false,"김매기,배수,방제",과습,"파종량(kg/10a): 소립종 4~5, 대립종 5~6, 극대립종 7~8 / 종자소독: 베노밀·티람 수화제"
콩(논재배),MID,2,개화기,700,1201,,true,true,웃거름,"가뭄,고온,바람",
콩(논재배),MID,3,꼬투리 신장기,1201,1481,,false,false,,,
콩(논재배),MID,4,알 비대기,1481,1684,,false,false,,,
콩(논재배),MID,5,등숙기,1684,1750,,false,false,,,
콩(논재배),MID,6,수확,1750,1871,,false,false,,,
토란,MID,1,아주심기,0,66,,true,false,웃거름,,"시기: 노지(5월 상순), 피복재배(4월 중순) / 씨앗양: 300~400kg/10a (개당 30~40g 크기)"
토란,MID,2,생육기,66,1095,,true,true,웃거름,"가뭄,과습",
토란,MID,3,수확,1095,1207,,false,true,수확후,가뭄,
파드득나물,MID,1,씨뿌림,0,25,,false,false,,,"씨뿌림: 3~4월, 9~10월 바로뿌리기 / 씨앗발아: 씨뿌린 즉시 바로뿌리기 / 씨앗양: 2~3L/10a / 아주심는 거리: 이랑 너비 100cm, 포기 사이 20×10cm"
파드득나물,MID,2,2년 차 수확(수확할 때마다 웃거름),25,71,,true,false,웃거름,,
파드득나물,MID,3,모 기르기,71,336,,false,false,,고온,
파드득나물,MID,4,아주심기,336,1965,,true,false,"웃거름,김매기",과습,
파드득나물,MID,5,수확,1965,2941,,false,true,,가뭄,
파슬리(향미나리),MID,1,씨뿌림,0,126,,false,false,,,시기: 2월 중순~3월 하순 / 씨앗양: 1.5~2ℓ/10a / 씨앗이 작고 발아 기간이 길어 10일 소요
파슬리(향미나리),MID,2,"발아, 어린 모 시기",126,255,,false,false,,,
파슬리(향미나리),MID,3,아주심기,255,1555,,true,false,웃거름,,"시기: 5월 / 거리: 이랑 너비 45cm, 포기 사이 15cm / 비닐덮기: 두께 0.02-0.03mm"
파슬리(향미나리),MID,4,수확,1555,3151,,true,false,웃거름,,"이른 아침 이슬이 있을 때 본잎 15장 이상인 것을 골라 줄기의 밑부분을 돌려가며 뜯어냄 / 한 번 수확에 한 포기에서 1~2장 수확 / 수확주기: 3~4월은 10~20일 간격, 4월 이후는 7일 간격"
파프리카,MID,1,씨뿌림,0,729,,false,false,지주,고온,
팥,EARLY,1,파종,0,130,,false,true,,가뭄,적기: 6월 상순~6월 하순
팥,EARLY,2,파종작업,130,961,,false,false,김매기,과습,
팥,EARLY,3,개화기,961,1140,,false,false,,고온,
팥,EARLY,4,생육관리,1140,1309,,false,true,물주기,가뭄,
팥,EARLY,5,협신장기,1309,1615,,false,true,,가뭄,
팥,EARLY,6,등숙기,1615,1847,,false,false,,,
팥,EARLY,7,수확,1847,1928,,false,false,,,꼬뚜리가 70~80 익었을 때(개화 후 50~55일경)
팥,MID,1,파종,0,138,,false,true,,가뭄,적기: 6월 상순~6월 하순
팥,MID,2,파종작업,138,1015,,false,false,김매기,과습,
팥,MID,3,개화기,1015,1205,,false,false,,고온,
팥,MID,4,생육관리,1205,1384,,false,true,물주기,가뭄,
팥,MID,5,협신장기,1384,1707,,false,true,,가뭄,
팥,MID,6,등숙기,1707,1952,,false,false,,,
팥,MID,7,수확,1952,2038,,false,false,,,꼬뚜리가 70~80 익었을 때(개화 후 50~55일경)
팥,LATE,1,파종,0,143,,false,true,,가뭄,적기: 6월 상순~6월 하순
팥,LATE,2,파종작업,143,1054,,false,false,김매기,과습,
팥,LATE,3,개화기,1054,1252,,false,false,,고온,
팥,LATE,4,생육관리,1252,1437,,false,true,물주기,가뭄,
팥,LATE,5,협신장기,1437,1772,,false,true,,가뭄,
팥,LATE,6,등숙기,1772,2027,,false,false,,,
팥,LATE,7,수확,2027,2116,,false,false,,,꼬뚜리가 70~80 익었을 때(개화 후 50~55일경)
포도,EARLY,1,발아 및 신초생장기,0,200,,false,false,"순지르기,솎기,방제,지주",저온,
포도,EARLY,2,개화 및 과립비대기,200,935,,true,false,"웃거름,순지르기,솎기,방제","과습,바람",
포도,EARLY,3,성숙기,935,1542,,false,false,,,
포도,EARLY,4,수확,1542,1655,,true,true,"웃거름,피복,방제,수확후",가뭄,
포도,MID,1,발아 및 신초생장기,0,223,,false,false,"순지르기,솎기,방제,지주",저온,
포도,MID,2,개화 및 과립비대기,223,1043,,true,false,"웃거름,순지르기,솎기,방제","과습,바람",
포도,MID,3,성숙기,1043,1720,,false,false,,,
포도,MID,4,수확,1720,1846,,true,true,"웃거름,피복,방제,수확후",가뭄,
포도,LATE,1,발아 및 신초생장기,0,241,,false,false,"순지르기,솎기,방제,지주",저온,
포도,LATE,2,개화 및 과립비대기,241,1127,,true,false,"웃거름,순지르기,솎기,방제","과습,바람",
포도,LATE,3,성숙기,1127,1859,,false,false,,,
포도,LATE,4,수확,1859,1995,,true,true,"웃거름,피복,방제,수확후",가뭄,
풋콩,MID,1,"파종, 육묘기",0,26,,false,false,,,
풋콩,MID,2,정식기,26,614,,false,false,,,
풋콩,MID,3,수확기,614,1220,,false,false,,,적기 수확: 개화기 후 36~40일경 / 협색이 황변되기 직전 짙은 녹색시
플럼코트,MID,1,발아,0,6,,false,false,,,
플럼코트,MID,2,개화,6,74,,false,false,,,
플럼코트,MID,3,과실비대기,74,748,,true,false,"웃거름,순지르기,솎기",,
플럼코트,MID,4,과실수확,748,908,,false,false,,,
호박,MID,1,"씨뿌림, 모 기르기",0,162,,false,false,피복,과습,"시기: 촉성 10월, 반촉성 12월, 하우스 조숙 1월 하순~2월 상순 / 32공 트레이와 원예용 상토 많이 이용"
호박,MID,2,아주심기,162,397,,false,false,,과습,"시기: 본잎 3~5매 시 / 거리: 덩굴성 1.5×0.45~0.6m, 비덩굴성 1.0~1.5×0.4~0.6m"
호박,MID,3,덩굴신장 및 수정,397,738,,true,true,웃거름,"가뭄,고온",
호박,MID,4,과실비대 및 성숙,738,1564,,true,false,웃거름,,
호박,MID,5,수확,1564,1908,,false,false,,,"늙은 호박은 개화에서 성숙, 완숙되기까지 70~80일 걸림 / 잘 성숙된 늙은 호박은 황갈색 과피에 흰색 분가루가 생기고, 과실자루는 황갈색으로 목질화가 됨. 상처를 입지 않게 수확해야 장기간 저장할 수 있음"
