issue_year,issue_month,ordinal,hazard,crop_names,phase,body,source_file
2024,1,21,대설,감자,사전대책,"○ 가을감자는 적기 파종하거나 파종기를 앞당겨 파종
○ 가을재배에서 대설 피해가 우려되면 피해 발생 전에 수확
○ 서리피해가 우려되는 경우에는 톱밥, 왕겨 등을 태워 포장의 온도를 높여줌(연소법)
○ 노지 월동재배 감자는 강설이 예상되기 전에 막 덮기를 하여 직접적인 피해 예방",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,22,동해,감자,사후대책,"○ 가을재배에서 대설 피해가 발생하면 눈이 녹는 대로 수확하고 수확한 감자는 통풍이 잘 되는 곳에서 건조시켜 부패 예방
○ 대설/한파시 버섯재배사 지붕 붕괴/상수도관 파열",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,23,대설,감자,사전대책,"○ 쌓인 눈의 신속 처리를 위한 제설 장비 준비
○ 노후화 및 붕괴가 우려되는 재배사는 버팀기둥 등으로 보강",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,24,대설,감자,사후대책,"○ 재배사 지붕에 쌓인 눈을 수시로 쓸어내림
○ 파손 피해상황은 해당기관에 신속 신고하고 응급 복구
○ 폭설에 의한 축사 파손
○ 보온을 위한 축사 밀폐로 인한 유해가스 피해",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,25,대설,감자,사전대책,"○ 전기시설(누전, 합선, 감전 등) 및 노후화 시설 점검
○ 보온 기자재 및 유류 보유량 사전 정비․점검 실시
○ 사료시설(사료빈, 급이장치, 사료통 등) 및 사료 보유량 점검
○ 충분한 양의 톱밥, 왕겨 등 바닥 보온재 확보",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,26,대설,감자,사후대책,"○ 대설, 폭풍 등으로 파손된 축사시설 긴급 복구
○ 축사 주위에 쌓인 눈 신속한 제설작업 실시
○ 기온이 내려갈 때 사료 10% 늘여 급여
○ 축사내 적정 온도 및 환기 실시로 쾌적한 환경 조성
○ 동계사료작물은 폭설이 잦은 경우 보온효과로 월동성 향상
- 초지 및 사료작물에 있어서 폭설은 큰 악영향을 주지 않음",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,27,대설,,사전대책,"○ 폭설 후 해동시 습해가 우려되는 포장 배수로 정비
○ 월동 전 웃자람이 없도록 적기파종 권장",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,28,대설,,사후대책,"○ 월동 후 지역별(남부지역 2월말, 중부지역 3월초) 적기추비 권장
【참고자료】월동작물 동해온도
-17
-17
-15～17
-5～15
-4
-
-14
-14
-12～14
-4～12
-3
-
-12
-12
-10～12
-3～10
-2
-
-26
-26
-24
-20～24
-20
-
-17
-17
-17
-15
-8
-
-15～28
-15～28
-15～28
-8～22
-5～15
-
-13～14
-13～14
-6～14
-5～6
-5～6
-
-5～6
-5～6
-5～6
-5～6
-5～6
-
-7～8
-7～8
-7～8
-7～8
-7～8
-7～8
-8～9
-8～9
-8～9
-8～9
-8～9
-8～9
-25～30
-25～30
-30～35
-15～20
-1.7～2.5
-1.1
-20～25
-20～25
-25～30
-15～20
-1.7～2.8
-1.1
-15～20
-15～20
-20～25
-10～15
-1.1～1.7
-1.1
-20～25
-20～25
-20～25
-15～20
-0.6
-1.1
-15～20
-15～20
-14～16
-9～14
-3～9
-20～25
-20～25
-18～20
-14～18
-7～14
(주) ◦ 사과, 배, 복숭아 : 화아피해 온도, 포도 : 눈 피해온도
※ 남부해안 및 제주의 극조파 보리(3월 -4～5℃)
※ 조파보리 주간의 유수동사(-5℃)
일조부족 대비 기술지도 대책
○ 오이 시설재배 시 잦은 강우 등 흐린 날씨가 장기간 지속될 때와 겨울철 온도유지를 위하여 2-3중의 지나친 필름 피복은 광합성의 생성을 저하시켜 작물에 피해가 발생함
- 오이의 광포화점(光飽和點)은 40~45klux, 광보상점은 1klux 정도로 비교적 약한 광에서도 생육이 잘 되는 편이나 수확이 계속적으로 이루어지므로 햇빛부족은 품질과 수량에 큰 영향을 미침
- 저온기 시설재배나 밀식재배의 경우 햇빛이 너무 약하면 과실 자람이 늦고 곁가지(측지)의 발생이 감소하며, 기형과 발생이 증가함
◦ 잎, 줄기, 뿌리의 생장이 저조하고, 잎의 활력이 떨어짐
◦ 광합성이 부족해 곡과, 유과(생리적 낙과) 등의 기형과 발생 증가
◦ 광 부족, 과습으로 흰가루병, 잿빛곰팡이병 발생 증가
<생장점 암꽃 착생에 의한 순멎이>
<오이 착과불량 및 기형과>",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,29,동해,오이,사전대책,"○ 시설내 광환경 적극적 개선 : 인공광 설치, 반사판 설치 등
- 인공광 시설 : 백열등, 고압나트륨등, 메탈핼라이드등
- 하우스 내부의 북쪽 면에 반사필름을 설치
<인공광 설치 : 나트륨등><반사판 설치>
○ 시설하우스 설치시 광환경 고려 및 적정시기에 피복재 교체
- 시설하우스 방향 : 단동하우스 동서방향, 연동하우스 남북방향
- 광투과율이 높은 피복자재를 선택 : PVC필름 > PE필름
- 피복재는 시간이 경과하면 투광율이 급속히 저하되므로 적정시기에 새 피복재로 교체해줌
- 피복재의 2중 피복은 광량을 40% 감소시키므로 지나친 다중피복을 피함
- 차광율에 따른 오이의 수량
○ 저일조에 대비한 경종적 대책
- 퇴비를 많이 넣고 깊이 갈아서 뿌리의 발달을 촉진시킴
- 재식간격을 넓게 하여 수광량 확보에 주력
- 정식시에는 가급적 어린묘를 심고 너무 이른 착과를 방지하여 건실한 생장을 유도
- 지온의 상승에 효과적인 투명필름을 이용하여 멀칭",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,30,동해,,사후대책,"○ 하우스 피복재 물방을 제거로 광투과율 증대
- 하우스내의 온도를 높이거나 환기를 하여 물방울 제거
- 새벽에 하우스를 털어주어 물방울을 제거
○ 지온을 충분히 확보하여 잔뿌리의 발달을 촉진시킴
- 야간에 난방온도를 약간 높여 관리하며 오전 중에 하우스의 온도를 충분히 높인 후 환기
○ 곡과 등 기형과를 초기부터 바로 제거하여 적절한 착과 유도
○ 충분한 엽면적 확보를 위하여 지나친 적엽을 삼가며 착과된 과실 하위엽을 3매정도 확보
○ 적기에 웃거름을 주어 양분이 결핍되지 않도록 하며 지나친 고온 및 저온이 되지 않도록 하여 양분의 흡수를 촉진시킴
○ 햇빛이 강하고 광합성이 왕성한 시기에는 하우스내 온도를 다소 높여주고 흐린 날 또는 비가 계속 될 때에는 온도를 적온보다 약간 낮게 관리함
○ 흐린 날이나 비오는 날이 지속되어(특히 장마철) 일조량이 부족 현상이 누적되고 저온이 지속적으로 올 경우 피해 발생
○ 특히 일조량이 부족하면 광 부족에 의한 광합성량이 저조하고 야간의 지온이 낮아 생육이 불량함
◦ 일조부족에 의해서 잎과 줄기가 가늘어지며 동화양분 부족에 의해 과실 비대와 착색이 늦고 당도가 매우 낮음
◦ 저온으로 인해서 개화가 지연되고 낙화도 유발되며 착과율이 떨어져 수량 감소와 기형과 발생을 초래함
◦ 저온 과습으로 인해서 잎과 과실에 곰팡이병 발생이 심하고 시듦병과 역병도 평년에 비해서 많이 발생",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,31,동해,방울토마토,사전대책,"○ 광환경 개선을 위한 피복재선택과 보광시설 설치
- PO필름, 방적필름 등 광투과율이 높은 피복자재 피복
- 시설내 보광시설 설치 : 고압나트륨등, LED 등
○ 무가온 재배시 보온력 향상 및 국부난방 시설 준비
- 최소 난방을 위한 간이 온풍난방기 또는 전열난방기 준비
- 터널피복재 등 보온력 향상을 위한 시설내 보온시설
○ 시설내 온습도 조절과 관비시스템을 이용한 효율적인 양수분관리
- 천창 및 측창환기에 의한 주야간의 습도조절
- 자동관비시스템을 이용한 생육단계별 양수분 조절
○ 작물의 생육단계별 관리요령
- 착과기 : 화방당 3~4개 과실착과 유도(방울토마토 복수화방유도)
· 나투벌, 진동 등 수분촉진 및 토마토톤, 토마토란 등 이용 착과유도
- 과실비대기 : 광, 온도, 습도 등 지상부 및 양분, 수분 등 지하부관리
· 적엽, 인공광 보강, 양분 및 수분관리를 위한 관비재배시설 설치
· 야간에는 간이 온풍난방기 등을 이용 야간온도를 높여 습도를 낮춤(무가온재배)
- 수확기 : 관수량조절 및 수광량확보에 의한 착색유도 및 당도증진",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,32,동해,방울토마토,사후대책,"○ 광환경 개선을 위한 시설내 보광과 투광 및 반사광이용 기술
- 시설내 보광시설 설치 : 고압나트륨등, LED 등
- 시설내 광환경 개선 : 알루미늄 반사판, 반사필름 설치 및 피복재 세척 등
○ 수광량 및 광합성 증대대책
- 재식밀도 낮춤, 노화잎 제거, 그늘을 만드는 잎을 적엽, 화방당 착과수 낮춤, 시설표면의 이슬 제거
- 적절한 온도관리 및 이산화탄소 시용으로 광합성 증대
○ 저온기 습도 관리 대책
- 주간에 적극적으로 환기를 실시하고 야간에 온도를 다소 높게 관리
- 관수량을 줄이고 적엽을 하여 햇빛이 잘 들도록 함
- 오후 늦게 관수하지 말고 흐린 날은 관수를 일찍 중단
- 시설 내 공기를 유동시켜서 식물체를 말림
- 무가온재배시 야간에는 간이 온풍난방기 등을 이용 야간온도를 높여 습도를 낮춤
○ 착과증진 방법
- 자가수정 작물로 화방을 진동시키면 수분이 촉진됨
· 식물체를 진동기나 막대기로 흔들어 줌
- 토마토톤, 토마토란 등 착과제를 이용하여 착과촉진
· 효과 : 착과 및 비대촉진, 수확기 단축
· 처리시기 : 오전 중(체내 수분 함량이 많을 때 효과적)
· 농도 : 토마토톤 : 50~100배 희석, 토마토란 : 700~1,000배 희석
○ 이상기온이 장기간 지속될 경우 대책
- 고단(5화방 이상) 재배시는 기형과 등을 제거하고 상위 화방에서 다시 개화 및 착과유도
- 저단(4화방 이하) 재배시에는 적심을 적극적으로 수행하여 착과된 과실의 비대를 촉진시킴
- 일조부족으로 잎의 노화가 많으면 노화엽을 제거한 후 질소를 엽면시비(3일 간격)함
○ 저단재배 : 기상이상으로 재포기간(정식~수확기)이 짧은 경우
- 저단(2단) 밀식재배(계절별 작부 계획)
* 재식거리 : 봄, 가을재배 70×15cm(10.5주/m2), 여름재배 70×20cm(7.1주/ m2)
약광기 토마토 재배 시 보광효과 및 방법
3000㎡(900평)정도의 토마토 시설재배 농가가 9월말에 정식하여 2월말까지 6단 적심 재배하여 수확하는 겨울재배 시에 일몰 후에 400W 고압나트륨등 150개를 시설내 2.5m 높이에 설치하고 광원에서 수직 거리 1.5m 거리에서 약 50umol m-2 s-1 광량으로 일몰 후 약 4시간 동안 보광하면, 수량이 30%, 당도가 0.1 oBx 증가하여 경제성 분석결과, 농가수익성이 인정되었음.
주요연구결과 (‘06~‘07)
<보광처리에 따른 주당 과실 수량 및 품질 (‘06)>
※ 품종 : 서건, 정식 : 9.28, 6단재배, 보광기간 : 100일 (11.19~2.28)
<보광에 의한 야간 기온 및 광합성 증가>
※ 광합성 측정시간 : 18시 53분, 측정시 광량 : 50 umol m-2s-1
-감가삼각비
-수리보수비
-고정자본이자
-감가상각비
-수리보수비
-고정자본이자
-감가상각비
-고정자본이자
=(9,500+7,500+14,000)*50/5
=(9,500+7,500+14,000)*50*0.05
=(9,500+7,500+14,000)*50/2*0.05
=3,000,000*0.01
=3,000,000/2*0.05
=20*100,000/2*0.05
=81,720월*3.33개월
=(114.9+58.4)/9,017*2,732*6,381
=9,017*0.303*1,864
3,326,725 (B-A)
※ 수량 기준 : 9,017 kg/10a (‘06 촉성작형 전국 토마토 표준 수량)
가격 기준 : 가락동시장 (‘06.12~‘07.03) 10kg 상자 상품(70%)과 중품(30%)의 수취가격(가중평균가격×0.89) 기준
가. 겨울철 촉성작형 (9월 정식~이듬해 3월)으로 시설 토마토를 6단 재배 할 경우, 측고가 2.5m 이상이며 면적이 900평 이상의 연동형 시설에서 활용 가능함.
나. 한국전력공사에 농업용전기(을) 기준으로 수전계약을 한 후, 한전에서 수전설비를 설비해주면, 전기설치업자에게 용역을 주어 용량에 맞도록 전선을 설치하여 하우스에 인입하고 전기콘트롤 박스와 전선 및 전등을 설치함.",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,33,동해,방울토마토,사후대책,"다. 1-2W형 하우스의 경우, 전등갓이 있는 400W 고압나트륨등을 300평 기준으로 50개를 높이 2.5m, 설치 간격은 하우스 폭 방향으로는 3.5m 간격, 하우스 길이 방향으로는 5.55m 간격으로 설치하여(그림 2 참조), 보광등으로부터 수직으로 1.5m 거리에서 광량이 50 umol m-2s-1 (조도 약 4,100 lux)가 되는 지를 확인하고, 타이머를 이용하여 일몰 후 4시간 정도를 보광함.
라. 주의 할 점은 보광시간 동안에는 난방기를 이용하여 하우스내 온도를 18℃ 정도로 유지하여 광합성과 동화산물의 전류를 촉진해주어야 함.
마. 화재나 전기안전에 주의하고 화재보험에 가입하는 것을 권장함.
<1-2W형 하우스에 보광등 배치 평면도 (예시)>
○ 기상여건 : 일조시간이 적고 저온동반시 다발생
○ 기상여건 : ’09.12월 하순~’10.1월 중순에 정식한 수박으로 ’10.2월 상순~3월 상순에 착과기였던 재배작형
< 생육단계별 피해 현황 >
* 2010. 3월 경남 의령군의 피해 추정치임
◦ 암․수꽃의 소질 저하로 착과지연(10~15일), 기형과 발생 및 착과절위 상승
◦ 초세 과번무로 착과불량, 광합성 부진으로 식물체 도장 및 과실 비대 지연
◦ 뿌리활력 저하로 양수분 흡수저해 및 생육 저조(저온)
◦ 덩굴마름병, 잿빛곰팡이병 등 발생이 심하여 작물체 고사(습해)",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,34,일조부족,수박,사후대책,"○ 시설내 보광시설 설치 : 고압나트륨등(4만lux 이상)
○ 시설내 광환경 개선 : 피복재 교환, 피복재 세척, 반사판 설치
○ 하우스내 공기중 습도조절로 피복재 물방울제거
○ 적절한 온도관리 및 이산화탄소 시용으로 광합성 증대
< 수박 보광 재배(백열등) >
< 보온터널 내 가온열선 설치 >
○ 하우스 주변 배수로를 깊게 파서 철저한 배수실시
○ 지온상승을 통한 뿌리활착 촉진을 위해 정식 10일전 비닐 피복 실시
○ 병해충 피해가 없고 지상부와 지하부의 발달이 균형이 맞는 모종 선택
○ 정식 시 최저지온이 15℃이상 되게 하고, 맑은 날 오전 중에 정식
○ 정식 후에는 즉시 하우스나 터널을 밀폐하여 보온에 유의
○ 착과 및 과실 비대가 극히 불량한 포장 재 정식 실시 등
< 깊은 배수구 정비(선도농가) >
< 낮은 배수구(배수불량) >
○ 착과기 : 착과 증진제(풀메트 등) 이용 안정적인 착과유도
- 병 발생이 심하거나 착과율이 저조한 포장은 철거 후 재 정식
○ 생육기 : 제4종(미량요소) 복비 엽면시비 및 질소비료 시용
- 주야간 온도관리, 주간 환기로 수꽃 개화촉진 및 저장
- 원줄기를 약 50cm 남기고 적심하여 측지를 재유인
- 잦은 강우로 과습 조건인 경우는 수화제 대신 훈연제로 방해충 방제
- 착과 후 과실비대기 적정 수분관리로 급성시들음증 방지 등
○ 수확기 : 수확전(25일전) 조기 단수 및 충분한 환기
【기상이 호전될 때 예상되는 상황】
○ 강한 햇볕으로 뿌리의 기능이 약화된 식물체의 시듦 현상 발생 우려
* 적정 토양수분 유지, 필요시 차광망 설치 등
○ 하우스 내부를 건조하게 유지시켜 수꽃 개화 및 꽃가루 확보
○ 4월 이후 주야간 온도차가 높아지지 않도록 주간환기 및 야간 보온관리 철저 등
현 단계에서 극복이 곤란할 경우
◦ 착과 및 과실 비대가 극히 불량하여 회복이 어려운 포장은 조기에 재정식
◦ 수박 재정식 후 1차 수정시기에 착과시켜 조기출하 유도
◦ 재정식하기 전 재배포장 청결로 다음 작물 병해 감염 방지
◦ 과습 조건에서는 훈연제 이용으로 병해방제
◦ 시설내 과습 방지로 수꽃가루 활성화 및 수정벌 이용 수분수정 촉진
착과율 향상을 위한 기술지도
○ 착과를 시키기 어려운 조건
- 저온, 일조부족, 다습, 과번무로 인하여 착과 및 과실비대 불량
○ 초세진단
- 개화당일 암꽃으로부터 줄기선단까지의 길이가 30∼60cm 정도가 적당
○ 초세가 강하여 착과가 어려울때 조치사항
- 교배전에 측지절단과 삽으로 뿌리 일부를 단근하여 일시적 초세조절
○ 일반적으로 15∼20절 부근에 착생되는 3∼4번 암꽃에  착과
○ 저온건조, 일조부족 등으로 초세가 약한 경우는 착과절위를 약간 높여 초세를 회복시킨 다음 착과시킴
○ 저온이나 흐린 날이 계속되어 꽃가루 발생이 불량한 경우 착과증진제를 이용한 안정적 착과 유도를 하되 적정농도 처리가 중요함
<수박 착과보조제의 사용요령>
인공교배후 과경부 도포(100과당 1㎖)
○ 멜론재배에서 겨울에서 봄 사이에 흐리거나 비오는 날이 많아 일조량이 부족하면 광 부족에 의한 광합성이 부진해지는 것은 물론 시설 내 열 축적 감소로 생육이 불량해지는 등 피해 발생
* 특히 무가온 보온재배하는 멜론은 저일조 시 터널 내 야간기온과 지온을 확보하지 못해 저온 및 과습 피해 까지 발생되어 피해가 가중됨
* 가온재배하는 멜론도 저일조 지속시 시설내 열축적 미흡으로 난방연료소모 증가와 품질저하의 이중 피해 발생
◦ 식물체가 연약하고 웃자라며 착과율 저하, 수정 되더라도 기형과 발생
◦ 동화산물 부족으로 과실의 비대 및 당 축적 감소
◦ 저일조에 의한 야간 과습으로 덩굴마름병, 잿빛곰팡이병 다발
◦ 향기가 적고 맛이 없으며 네트형성 및 색택이 불량",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,35,일조부족,멜론,사전대책,"○ 무가온 보온재배 시설은 보온력이 우수한 터널피복재, 외면피복재 및 내부커튼재 이용
- 다겹보온덮개(12온스 이상) 등을 이용해 보온터널 피복
- 보온터널 피복작업을 자동화하여 수광량 증대 및 보온 향상
○ 적절한 토양수분 및 온습도 관리로 작물체 건전하게 유지
- 자동관수에 의한 생육단계별 적정 토양수분관리
· 15-20-15-30-50kPa(생육초기-수정기-과실비대기-네트형성기-성숙기)
- 낮동안 천창이나 팬 이용 적정 환기로 고온 및 과습 억제
○ 시설 내 광선 유입 최대화 및 정식 전 충분한 지온 확보
- PO필름, 방적필름 등 광투과율이 높은 피복자재 피복
- 지온확보가 잘되도록 이랑을 가능한 한 남북방향으로 설치
- 정식 10일전에 하우스를 밀폐하고 비닐멀칭을 하여 충분한 지온확보
○ 기타 정식 전후 작물관리 요령
- 병해충 감염이 없고 뿌리발달이 좋으며 묘소질이 우수한 모종 선택
- 정식 후 관수는 지온 저하 및 토양 경화를 유발하므로 정식 전 충분히 관수
- 정식 시 최저지온이 18℃이상 되게 하고, 맑은 날 오전 중에 정식",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,36,폭염,,사후대책,"○ 주간에 천창과 측창을 이용한 환기 실시로 야간과습 억제
- 주간 기온이 낮더라도 과습을 막기 위해 천창 등으로 환기 실시
- 환기효율을 높이기 위해 천창과 측창환기를 병용하거나 팬 환기 실시
○ 장기적인 일조부족이 예상될 경우 보광장치 설치
- 광원은 전력소모가 적으면서 효율이 높은 3파장등 등을 이용
○ 일조부족이 지속될 시 시설 및 작물관리 요령
- 착과증진제(토마토톤, BA 등)를 사용하여 안정적인 착과 유도
- 수경재배 멜론은 양액농도를 높이고 공급량을 줄여 줌
- 미생물제, 근활력 촉진제 등의 관주처리로 생육촉진 도모
- 토양수분을 다소 낮게 관리하여 뿌리활력 증진 및 지온저하 방지
- 시설 내가 과습할 경우 수화제 대신 훈연제로 방해충 방제
- 착과 및 과실 비대가 극히 불량한 포장은 재정식 유도
○ (사례) 2010년 1~2월의 저온과 2~3월의 일조량 부족으로 식물체의 생육 및 과실성숙이 지연되어 생산량이 크게 감소되었음
- 2~3월의 평균 수확 소요일수는 30~40일 정도이나 7일 이상 지연
- 2~3월의 딸기 생산량은 전년 대비 15~50% 까지 감소(강진군, 담양군)
○ 저온기의 일조부족 현상이 지속됨에 따라 식물체가 연약 도장하고 병해 및 생리장해 다발
- 동해 및 식물체의 연약도장으로 잿빛곰팡이병 및 흰가루병 다발
- 수정벌의 활동력 저하 등에 의한 수정불량으로 기형과 발생율 증가
- 광합성 능력의 저하에 따른 과실 당도 2~3oBx 저하
◦ 광합성량 부족에 따라 성숙 및 비대가 지연되어 생산량 감소
◦ 식물체의 연약 도장에 의한 병해(잿빛곰팡이병, 흰가루병) 다발
◦ 수정벌의 활동능력 저하와 암술의 발육부진에 의한 기형과 다발",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,37,동해,딸기,사전대책,"○ 시설의 현대화 및 기능성 자재의 이용으로 재배환경 개선
- PO 및 방적필름 등 광투과율이 높은 기능성 강화 필름 이용
- 시설내 보온력 강화를 위한 자재 설치 : 다겹보온시트 등
- 환기 및 공기유동팬 등의 설치로 시설내 다습 피해 예방
○ 적정시비 및 토양수분 관리, 작물체의 초세관리기술 투입
- 토양검정에 의한 적정 시비량 결정
- 유기물의 시용량을 늘리고, 질소질 및 호르몬제의 과용을 회피
- 토양수분 함량에 따른 자동관수 및 관비 실시로 웃자람 방지
- 적과 및 액아 제거 등으로 수확기의 식물체 초세 유지
- 적절한 재식거리를 확보하여 수광량을 개선",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,38,동해,,사후대책,"○ 이병된 잎이나 과실은 조기에 제거하고 철저한 방제를 실시
- 잿빛곰팡이 등의 전염원을 차단하여 2차 피해를 예방
- 기형과가 다발한 화방은 제거하여 다음 화방의 착과를 유도
○ 잎따주기 및 적절한 환기 등으로 통기성을 확보
- 과습 방지를 위해 환기를 철저히 하고 유동팬 등을 병행
○ 장기적인 일조부족이 예상될 경우 작물관리 요령
- 적절한 착과관리로 후위 화방의 강건한 착과 및 개화를 유도
- 웃자람 방지를 위해 수분 및 양분 관리를 철저히 하고, 적온 유지
- 4월 이후 지속적 피해가 예상되면 수확을 중단하고 수박, 쪽파 등의 후작물로 대체
○ 겨울철~봄철 일조량의 부족으로 인해 시설재배 장미에 피해 발생
◦ 생육기간 동안의 저온과 잦은 강우로 인한 일조부족으로 생육이 지연됨
◦ 개화소요일수가 평년대비 5~8일 정도 더 소요됨(평년 봄 55~60일)
◦ 일조부족으로 광합성이 부족하여 신초생장이 저해되는 로제트나 블라인드 증가
◦ 일조부족에 의한 시설내 과습으로 흰가루병, 노균병, 잿빛곰팡이병 등 병발생 증가",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,39,일조부족,장미,사전대책,"○ 수광 조건 향상 : 하우스 비닐교체, 유리온실 먼지제거 등
- 겨울철 일조부족에 대비하여 가을에 비닐을 교체해 주고 유리온실의 경우 유리를 청소하여 먼지 등에 의한 광의 차단을 최대한 방지
- 바닥 및 측면에 반사필름을 설치하여 광 이용 효율 증대
○ 일조부족 보상을 위한 보광처리
- 전등의 설치 : 400W 고압나트륨등(HPS등)을 최소한 4평당 1개씩 설치
- 처마의 높이가 높은 온실에서는 1,000Watt의 고압나트륩등(HPS등)을 사용
- 전체 면적에 균일하게 광을 공급하기 위해서는 지붕의 높이는 최소 3.6m가 적합함
- 지붕이 낮은 온실에서는 400~430Watt의 HPS등으로 설계하는 것을 추천
- 보광시 광도는 장미의 보상점인 3,000 Lux(3240 fc, 60 ㎛ol/m/sec)이상이 좋고 야간에 실시하는 것이 효과적임
- 보광시기는 10월부터 시작해서 3월 중순까지 처리
○ 절화장미보광처리 30일 후의 신초발생수 및 신초장
○ 절화장미 수량과 절화품질에 미치는 보광효과
○ 주기적인 약제 방제에 의한 병 발생 방지 대처
- 흰가루병, 노균병, 잿빛곰팡이병 발생 방지를 위해서 환기 및 약제방제",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,40,일조부족,국화,사후대책,"○ 일조부족으로 생장지연 및 생육부진의 경우에는 엽면시비 등으로 생육회복에 만전
○ 병 발생이 심한 경우에는 낙엽을 제거하여 병발생원을 제거
○ 겨울철~봄철 일조량의 부족으로 인해 시설재배 국화에 피해 발생
◦ 생장 지연으로 인해 전체 재배일수가 20일 이상 지연
◦ 저일조에 의한 화뢰발달 및 착색불량, 품질저하 초래
◦ 흐린 날씨로 인한 습도 상승으로 흰녹병 발생 증가
< 국화의 흰녹병 피해증상 >",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,41,일조부족,국화,사전대책,"○ 수광 조건 향상 : 하우스 비닐교체, 유리온실 먼지제거 등
- 겨울철 일조부족에 대비하여 가을에 비닐 교체 또는 유리온실의 경우 청소를 통해 먼지 등을 제거함으로써 수광량 최대조건 조성
○ 일조부족 보상을 위한 보광처리 : 기설치된 전조시설 이용
- 전등 설치 : 50-100W 전구 1개/1.5㎡
- 전등 높이 : 식물체 상단에서 1-1.5m
- 보광 시기 : 일조부족한 날(강우, 흐린날)의 주간
○ 주기적인 약제 방제에 의한 병 발생 방지 대처
- 흰녹병 발생 방지를 위해서 환기 및 약제방제 철저",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,42,일조부족,국화,사후대책,"○ 일조부족으로 생장지연 및 생육부진의 경우에는 엽면시비 등으로 생육회복에 만전
○ 흰녹병 발생이 심한 경우에는 수확 후 포장 잔해물을 깨끗이 제거
국화 전조재배 시설 이용 보광처리
○ 국화 재배농가에는 백열등을 이용한 전조 시설이 있으므로 흐린날이나 비오는 날은 이 시설을 이용하여 낮에 보광한다.
* 전조재배 : 일장(日長) 시간을 인위적으로 조정하여 개화기 조절
* 보광재배 : 부족한 태양광을 인공광원으로 보충하여 작물생육 촉진
국화 흰녹병 원인·피해증상 및 방제법
○ 흰녹병은 기상조건과 밀접한 관계가 있어 비가 자주오고 과습한 날이 많으면 심하게 발생하는 대표적인 병해임(흰녹병 병원균은 13∼22℃ 전후에서 발아, 전염이 가장 잘 되며, 대략 7-10일간의 잠복기간이 있음)
○ 잎의 뒷면에 초기에는 흰색으로 융기한 점무늬로 나타나고, 진전되면 구형의 돌기 모양으로 변한다. 후에 돌기 형태는 담갈색으로 변하고, 돌기의 주위는 담황색을 띠게 된다. 병든 잎은 일찍 말라죽는다.
○ 흰녹병은 상대습도가 90%이상일 때 발병되므로 농약살포시 오전에 실시해서 물기가 빨리 마르도록 환기팬을 가동, 가능한 빨리 건조시킴
○ 흰녹병의 주 발병 시기는 4월~7월, 9월~10월로 주의를 기울여 관찰하고 발견 즉시 주기적으로 게통이 다른 약제를 잎 뒷면까지 고루 살포함
○ 흰녹병균은 낙엽이나 그루터기 등에 기생 잠복하므로 수확 후에는 포장 잔해물을 깨끗이 제거하여야 다음 작기 발병을 막음
<국화농가 전조 시설>                 < 국화의 흰녹병 피해증상 >
○ 겨울철~봄철 일조량의 부족으로 인해 시설재배 카네이션에 피해 발생
◦ 생육기간 동안의 저온과 잦은 강우로 인한 일조부족으로 생육이 지연됨
◦ 개화가 평년대비 10~20일 정도 늦어짐 (평년 어버이날)
◦ 일조부족에 의한 시설내 과습과 저온으로 녹병, 잎말이 증상 등 병 및 생리장해 발생 증가
<녹병 증상>                 <잎말이 증상>",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
2024,1,43,동해,카네이션,사전대책,"○ 수광 조건 향상 : 하우스 비닐교체, 유리온실 먼지제거 등
- 겨울철 일조부족에 대비하여 가을에 비닐을 교체해 주고 유리온실의 경우",2024_월간회보_2024년 농작물 재해예방 관리기술 정보(제1호).txt
